Code,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
1614000,Académie Scientifique de Beauté,Huile de soin Hydratante,Huile de Soin Hydratante,Default Title,53,Yes,https://www.academiebeaute.com/products/huile-de-soin-hydratante,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Huile_de_soin_hYDRATANTE.png?v=1666188134,<p>Booster d'efficacité hydratant.</p>
,,,,,,,,,
2012000,Académie Scientifique de Beauté,Exfoliant visage,Pâte Chauffante Exfoliante,Default Title,32,Yes,https://www.academiebeaute.com/products/p-te-chauffante-exfoliante,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Pate_chauffante_exfoliate.png?v=1666188644,<p>Un gommage chauffant enzymatique pour exfolier en douceur.</p>
,,,,,,,,,
1616000,Académie Scientifique de Beauté,,Crème Perlée Régénérante,Default Title,78,Yes,https://www.academiebeaute.com/products/creme-perlee-regenerante,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Creme_perlee_regenerante_anti-age_traitement_quotidien.png?v=1666103238,<p>Crème anti-âge aux perles nutritives.</p>
,,,,,,,,,
803000,Académie Scientifique de Beauté,,Crème Juvanyl,Default Title,36,Yes,https://www.academiebeaute.com/products/creme-juvanyl,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Pure_Creme_juvanyl_peaux_grasse_problemes.png?v=1666080201,<p>Traitement d'attaque contre l'acné.</p>
,,,,,,,,,
1604000,Académie Scientifique de Beauté,Lotion tonifiante,Lotion Tonifiante,Default Title,26,Yes,https://www.academiebeaute.com/products/lotion-tonifiante,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Lotion_tonifiante_toutes_peaux.png?v=1676029834,<p>Une lotion vivifiante pour parfaire le démaquillage.</p>
,,,,,,,,,
515002,Académie Scientifique de Beauté,Soin contour des yeux,Dynastiane Regard,Default Title,41,Yes,https://www.academiebeaute.com/products/dynastiane-regard,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Time_dynastiane_regard_defatigant_lissant_7e2131e7-5be3-4614-b67d-f22fc6c4c16d.png?v=1666278634,<p>Contour des yeux défatiguant &amp; lissant.</p>
,,,,,,,,,
9102002,Académie Scientifique de Beauté,Crème anti-âge,Soin Raffermissant,Default Title,76,Yes,https://www.academiebeaute.com/products/soin-raffermissant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Youth_Active_Lift_Soin_rafermissant_creme_liftante_3e4a76bf-d164-4bc7-99cb-a75f68934f1c.png?v=1666079544,<p>Crème liftante.</p>
,,,,,,,,,
5001324,Académie Scientifique de Beauté,Accessoire Maquillage,Brosse à Teint,Default Title,18.9,Yes,https://www.academiebeaute.com/products/brosse-a-teint,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/501324_be5b044e-7705-40ce-9069-cc4675853750.png?v=1674646453,<p>L'accessoire indispensable pour un teint parfait.</p>
,,,,,,,,,
2061002,Académie Scientifique de Beauté,Sérum anti-âge,Sève Miracle - Le Sérum,Default Title,73,Yes,https://www.academiebeaute.com/products/seve-miracle-le-serum,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Seve_miracle_le_serum.png?v=1666080048,"<p>L?efficacité légendaire de la Sève Miracle concentrée dans un sérum revitalisant. Riche en Extrait d?Iris, il aide à renforcer les propriétés biomécaniques de la peau (tonicité, fermeté).</p>"
,,,,,,,,,
3206000,Académie Scientifique de Beauté,Compléments Alimentaire Drainant,Boisson Drainante,Default Title,24,Yes,https://www.academiebeaute.com/products/boisson-drainante,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Les_essentiels_corps_Detox_boisson_drainante.png?v=1666077825,<p>Votre programme minceur et détox en 10 jours !</p>
,,,,,,,,,
1002002,Académie Scientifique de Beauté,Gel Hydratant,Gel Fondant,Default Title,55,Yes,https://www.academiebeaute.com/products/gel-fondant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Hydraderm_gel_fondant.png?v=1666187897,<p>Gel hydratant pureté.</p>
,,,,,,,,,
9125000,Académie Scientifique de Beauté,Sérum anti-âge,Sérum Restructurant Uniformisant,Default Title,158,Yes,https://www.academiebeaute.com/products/serum-restructurant-uniformisant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Time-plus-serum_restructurant_uniformisant.png?v=1666340708,<p>Le sérum booster confort &amp; éclat.</p>
,,,,,,,,,
4510000,Académie Scientifique de Beauté,Gel de Rasage,Rasage Facile même sur une barbe de 3 jours,Default Title,34,Yes,https://www.academiebeaute.com/products/rasage-facile-meme-sur-une-barbe-de-3-jours,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Men_rasage_facile.png?v=1666091432,<p>Le coup de coeur de ces Messieurs !</p>
,,,,,,,,,
2024002,Académie Scientifique de Beauté,Masque éclat du teint,Masque Éclat à l'Abricot,Default Title,28,Yes,https://www.academiebeaute.com/products/masque-eclat-labricot,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Radiance_masque_eclat_abricot.png?v=1666091101,<p>Votre dose d'éclat et de fraîcheur contre le teint terne !</p>
,,,,,,,,,
1001700,Académie Scientifique de Beauté,Crème hydratante,Kit Hydraderm,Default Title,29,Yes,https://www.academiebeaute.com/products/kit-hydraderm,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/fa_1001700.png?v=1678872313,<p>3 soins hydratants en format voyage.</p>
,,,,,,,,,
5001327,Académie Scientifique de Beauté,Gift,Trousse 1890,Default Title,0,Yes,https://www.academiebeaute.com/products/trousse-1890,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/trousse1890.png?v=1683209906,
,,,,,,,,,
7204000,Académie Scientifique de Beauté,Coffret cosmétiques,Calendrier - Le Pop Art,Default Title,69,Yes,https://www.academiebeaute.com/products/calendrier-de-lavent-le-pop-art,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Calendrier_de_l_avant_le_pop_art.png?v=1666103089,<p>Cure d'ampoules soins visage 24 jours.</p>
,,,,,,,,,
260002,Académie Scientifique de Beauté,,Crème Éternelle Jeunesse,Default Title,105,Yes,https://www.academiebeaute.com/products/creme-eternelle-jeunesse,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Vintage_creme_eternelle_jeunesse_00544e8e-1954-4654-8006-782db8281b5b.png?v=1666091224,<p>Un soin d'exception infusé de poudre de diamant.</p>
,,,,,,,,,
3342000,Académie Scientifique de Beauté,Crème mains,Crème Mains Divine,Default Title,11,Yes,https://www.academiebeaute.com/products/creme-mains-divine,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/3342.png?v=1677764687,Divine jusqu?au bout des ongles !<br>
,,,,,,,,,
3222000,Académie Scientifique de Beauté,Crème post-épilation,Crème Zones Sensibles Visage Post-Épilation,Default Title,28,Yes,https://www.academiebeaute.com/products/creme-zones-sensibles-visage-post-epilation,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Les_essentiels_corps_creme_zones_sensibles_visage.png?v=1666077848,"<p>Spécialement conçue pour les zones sensibles du visage, cette crème fragilise et ralentit la repousse du poil pour une douceur longue durée !</p>"
,,,,,,,,,
3332000,Académie Scientifique de Beauté,Crème mains,Crème Mains Arctique,Default Title,11,Yes,https://www.academiebeaute.com/products/creme-mains-arctique,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Expedition_Polaire_creme_mains_arctique.png?v=1666341736,<p>Prêt(e) à embarquer pour le Grand Nord ?</p>
,,,,,,,,,
805000,Académie Scientifique de Beauté,Roll-on purifiant peau grasse,Stylo Purifiant IZ 17,Default Title,28,Yes,https://www.academiebeaute.com/products/stylo-purifiant-iz-17,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Pure_Stylo_purifiant_IZ17.png?v=1666080159,<p>Soin ciblé anti-imperfection.</p>
,,,,,,,,,
1606000,Académie Scientifique de Beauté,Masque éclat du teint,Masque Éclat,Default Title,34,Yes,https://www.academiebeaute.com/products/masque-eclat,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Masque_eclat_toutes_peaux.png?v=1666188674,<p>10 min pour une peau éclatante !</p>
,,,,,,,,,
1607000,Académie Scientifique de Beauté,Démaquillant yeux,Démaquillant Yeux,Default Title,29,Yes,https://www.academiebeaute.com/products/demaquillant-yeux,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Demaquillant_yeux_toutes_peaux.png?v=1666187599,<p>Facilite l'élimination du maquillage sans trace.</p>
,,,,,,,,,
2072001,Académie Scientifique de Beauté,Lotion peau grasse,Lotion Normalisante,Default Title,28,Yes,https://www.academiebeaute.com/products/lotion-normalisante,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Pure-lotion_normalisante_peaux_grasses.png?v=1666080420,<p>Resserre les pores après le démaquillage.</p>
,,,,,,,,,
2068002,Académie Scientifique de Beauté,Masque apaisant peau sensible,Masque Réconfortant Apaisant,Default Title,32,Yes,https://www.academiebeaute.com/products/masque-reconfortant-apaisant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/hypo-sensible_masque_reconfortant_apaisant.png?v=1673600923,Masque Fraîcheur Double Action.
,,,,,,,,,
408000,Académie Scientifique de Beauté,Prolongateur de bronzage,Fix-Bronze,Default Title,41,Yes,https://www.academiebeaute.com/products/fix-bronze,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzecran_Fix_bronze_accelerateu_prolongation_de_bronzage.png?v=1666078966,"<p>Ce lait non gras et 100% invisible prépare, accélère, renforce et prolonge le bronzage plus rapidement et durablement.</p>"
,,,,,,,,,
3312000,Académie Scientifique de Beauté,,Crème Mains Impériale,Default Title,11,Yes,https://www.academiebeaute.com/products/creme-mains-imperiale,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Sakura_Delicat_creme_mains_imperiale.png?v=1666078059,<p>Craquez pour le parfum floral subtil de Fleur de Cerisier.</p>
,,,,,,,,,
9107730,Académie Scientifique de Beauté,Coffret cosmétiques,Coffret Youth-Repair - L'Impressionnisme,Default Title,107,Yes,https://www.academiebeaute.com/products/coffret-youth-repair-limpressionnisme,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Youth_repair_coffret-Impressionnisme.png?v=1666336146,<p>Le coffret cadeau lissant &amp; anti-rides.</p>
,,,,,,,,,
2071000,Académie Scientifique de Beauté,,Crème Normalisante,Default Title,39,Yes,https://www.academiebeaute.com/products/creme-normalisante,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Pure_Creme_normalisante_peaux_grasses.png?v=1666080242,<p>Traitement quotidien peaux grasses.</p>
,,,,,,,,,
1603000,Académie Scientifique de Beauté,,Crème Hydra-Protectrice,Default Title,44,Yes,https://www.academiebeaute.com/products/creme-hydra-protectrice,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Creme_hydra-protectrice_peaux_normale_traitement_quotidien.png?v=1666103201,<p>Hydrate &amp; protège la peau des agressions extérieures.</p>
,,,,,,,,,
1612000,Académie Scientifique de Beauté,Huile de soin Anti-Imperfections,Huile de Soin Anti-Imperfections,Default Title,53,Yes,https://www.academiebeaute.com/products/huile-de-soin-anti-imperfections,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Huile_de_soin_anti-imperfections.png?v=1666188120,<p>Booster d'efficacité anti-imperfections.</p>
,,,,,,,,,
423000,Académie Scientifique de Beauté,,Crème Solaire Anti-Rides Visage SPF 40,Default Title,48,Yes,https://www.academiebeaute.com/products/creme-solaire-anti-rides-visage-spf-40,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzecran_creme_solaire_antirides_visage_SPF40.png?v=1666078957,<p>Protège efficacement du soleil et des signes de l'âge.</p>
,,,,,,,,,
9126000,Académie Scientifique de Beauté,Crème anti-âge,Soin Pro-Calcium Redensifiant,Default Title,146,Yes,https://www.academiebeaute.com/products/soin-pro-calcium-redensifiant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Time-plus-soin_pro-calcuim.png?v=1666340724,<p>L'Anti-Âge énergisant des peaux matures.</p>
,,,,,,,,,
1609000,Académie Scientifique de Beauté,Fluide Matifiant,Fluide Hydro-Matifiant,Default Title,41,Yes,https://www.academiebeaute.com/products/fluide-hydro-matifiant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Fluide_hydro-matifiant_peaux_mixtes.png?v=1666187623,<p>Fluide purifiant à l'Huile Essentielle de Lavande.</p>
,,,,,,,,,
1613000,Académie Scientifique de Beauté,Huile de soin anti-rougeurs,Huile de Soins Anti-Rougeurs,Default Title,53,Yes,https://www.academiebeaute.com/products/huile-de-soins-anti-rougeurs,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Huile_de_soin_anti-rougeurs.png?v=1666188148,<p>Booster d'efficacité anti-rougeurs.</p>
,,,,,,,,,
4550000,Académie Scientifique de Beauté,Gel douche 2 en 1 Homme,Gel Douche 2 en 1 Corps et Cheveux,Default Title,27,Yes,https://www.academiebeaute.com/products/gel-douche-2-en-1-corps-et-cheveux,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Men_gel_douche_2_en_1.png?v=1666091416,<p>L'essayer c'est l'adopter !</p>
,,,,,,,,,
428000,Académie Scientifique de Beauté,,Crème Réparatrice Visage,Default Title,34,Yes,https://www.academiebeaute.com/products/creme-reparatrice-visage,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzecran_creme_reparatrice_visage_apres-soleil.png?v=1666078924,<p>Pansement après solaire.</p>
,,,,,,,,,
3310000,Académie Scientifique de Beauté,Gommage corps,Gommage Corps Rituel Sucré,Default Title,16,Yes,https://www.academiebeaute.com/products/gommage-corps-rituel-sucre,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Sakura_Delicat_gommage_corps-rituel-sucre_113c18c7-c413-414b-96b3-d30342036ad8.png?v=1666341475,<p>Un rituel exfoliant gourmand à la Fleur de Cerisier.</p>
,,,,,,,,,
3331000,Académie Scientifique de Beauté,Baume Corps,Baume Corps Douceur Polaire,Default Title,28,Yes,https://www.academiebeaute.com/products/baume-corps-douceur-polaire,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Expedition_Polaire_baume_corps_douceur_polaire.png?v=1666341799,<p>Le pouvoir régénérant de l'Extrait de Pin.</p>
,,,,,,,,,
2084002,Académie Scientifique de Beauté,Mousse démaquillante,Mousse Démaquillante Visage,Default Title,30,Yes,https://www.academiebeaute.com/products/mousse-demaquillante-visage,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/mousse-demaquillante_d0ac1d6c-ed89-49c2-980f-0056643a2168.png?v=1683875295,<p>Cette lotion bleu lagon se transforme en une mousse onctueuse et aérienne pour un geste de démaquillage aérien ultra-doux.<br></p>
,,,,,,,,,
3341000,Académie Scientifique de Beauté,Huile corps,Huile Corps Cérémonie Sacrée,Default Title,25,Yes,https://www.academiebeaute.com/products/huile-corps-ceremonie-sacree,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/3341.png?v=1677766404,Embarquez au c?ur des rituels ayurvédiques?
,,,,,,,,,
3322000,Académie Scientifique de Beauté,,Crème Mains Cabana,Default Title,11,Yes,https://www.academiebeaute.com/products/creme-mains-cabana,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Jungle_tropical_creme_mains_cabana.png?v=1666078036,<p>Embarquement immédiat vers l'Amazonie ! </p>
,,,,,,,,,
3321000,Académie Scientifique de Beauté,Lait crème corps,Lait Crème Corps Source Exotique,Default Title,17,Yes,https://www.academiebeaute.com/products/lait-creme-corps-source-exotique,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Jungle_tropical_lait_creme_corps-source-exotique.png?v=1666078609,<p>Lait gourmand au parfum sucré et savoureux de papaye.</p>
,,,,,,,,,
3320000,Académie Scientifique de Beauté,Gommage corps,Gommage Corps Nectar Tropical,Default Title,16,Yes,https://www.academiebeaute.com/products/gommage-corps-nectar-tropical,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Jungle_tropical_gommage_corps-nectar-tropical_9fd00912-72a4-4b5c-8524-bd9fd09748c9.png?v=1666341427,<p>Un mélange exfoliant gourmand 100% tropical.</p>
,,,,,,,,,
9107002,Académie Scientifique de Beauté,Crème anti-âge,Soin Total Restructurant,Default Title,113,Yes,https://www.academiebeaute.com/products/soin-total-restructurant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Youth_Repair_soin_total_restructurant_creme_pro-menopause_5655b3ba-cbf6-4a57-9189-084e76132903.png?v=1666092838,<p>Crème pro-ménopause.</p>
,,,,,,,,,
2074002,Académie Scientifique de Beauté,"Crème anti-polution, anti-lumière bleue",Gel-Crème Liposomes Énergisant,Default Title,47,Yes,https://www.academiebeaute.com/products/gel-creme-liposomes-energisant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Time_gel-creme_liposomes_energisant.png?v=1666079631,<p>Le soin idéal des peaux urbaines.</p>
,,,,,,,,,
4540001,Académie Scientifique de Beauté,Contour des yeux anti-poches,Gel Contour des Yeux Actif Lissant Anti-Poches,Default Title,34,Yes,https://www.academiebeaute.com/products/gel-contour-des-yeux-actif-lissant-anti-poches,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Men_gel_contour_des_yeux_actif_lissant_anti-poches.png?v=1666091400,<p>Dites non aux marques de fatigue !</p>
,,,,,,,,,
426000,Académie Scientifique de Beauté,,Crème Solaire Anti-Rides Visage SPF 20,Default Title,39,Yes,https://www.academiebeaute.com/products/creme-solaire-anti-rides-visage-spf-20,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzecran_creme_solaire_antirides_visage_SPF20.png?v=1666078942,<p>L'alliance d'un soin anti-rides à une crème solaire visage.</p>
,,,,,,,,,
3302000,Académie Scientifique de Beauté,,Crème Mains Vahiné,Default Title,11,Yes,https://www.academiebeaute.com/products/creme-mains-vahine,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/crememains.png?v=1688562789,"<p>Des mains douces et protégées, sans effet gras !</p>"
,,,,,,,,,
425000,Académie Scientifique de Beauté,Protection solaire corps SPF15,Lait Solaire Corps SPF 30,Default Title,52,Yes,https://www.academiebeaute.com/products/lait-solaire-corps-spf-30,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzecran_lait_solaire_corps_SPF30.png?v=1666079007,"<p>Votre allié anti-UV, 100% invisible !</p>"
,,,,,,,,,
83000,Académie Scientifique de Beauté,Crème Anti-âge,Princesse des Crèmes,Default Title,137,Yes,https://www.academiebeaute.com/products/princesse-des-cremes,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/princesse.jpg?v=1680179773,<p>Une crème anti-âge légendaire au lys blanc royal.</p>
,,,,,,,,,
5001326,Académie Scientifique de Beauté,Gift,Trousse Jungle Tropicale,Default Title,0,Yes,https://www.academiebeaute.com/products/trousse-jungle-tropicale,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/troussejungletropicale.png?v=1683209890,
,,,,,,,,,
2083002,Académie Scientifique de Beauté,Eau micellaire,Solution Micellaire Démaquillante,Default Title,26,Yes,https://www.academiebeaute.com/products/solution-micellaire-demaquillante,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/solution-micellaire_601dd2eb-df21-4513-b7a0-04512c247184.png?v=1683875349,"<p>En 1 geste, cette eau micellaire à l'Extrait de Bleuet nettoie et démaquille, tout en respectant la barrière cutanée.</p>"
,,,,,,,,,
3340000,Académie Scientifique de Beauté,Gommage corps,Gommage Corps Délice Épicé,Default Title,16,Yes,https://www.academiebeaute.com/products/gommage-corps-delice-epice,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/3340.png?v=1677765567,Un gommage 100% majestueux !
,,,,,,,,,
1890030,Académie Scientifique de Beauté,,Carte cadeau,?30.00,30,Yes,https://www.academiebeaute.com/products/carte-cadeau,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/carte-cadeau.jpg?v=1667471062,"<p><span data-mce-fragment=""1"">Découvrez nos cartes cadeaux valables sur<strong> Academiebeaute.com</strong> sur l'ensemble de nos marques : <strong><em>Académie Scientifique de Beauté, Derm Acte et Bronz'Express. </em></strong></span></p>
<p><span data-mce-fragment=""1"">Cadeau de dernière minute, manque d'inspiration, nos E-Cartes cadeaux sont faites pour vous ! Faites-plaisir à vos proches et vos amis en leur offrant une E-Carte Cadeau du montant de votre choix :  <strong>30?, 50? , 100? </strong>ou<strong> 150?</strong> valable exclusivement sur notre site Academiebeaute.com</span></p>
<p><span data-mce-fragment=""1"">Commandez-la dès maintenant ! </span></p>"
,,,,,,,,,
1890050,Académie Scientifique de Beauté,,Carte cadeau,?50.00,50,Yes,https://www.academiebeaute.com/products/carte-cadeau,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/carte-cadeau.jpg?v=1667471062,"<p><span data-mce-fragment=""1"">Découvrez nos cartes cadeaux valables sur<strong> Academiebeaute.com</strong> sur l'ensemble de nos marques : <strong><em>Académie Scientifique de Beauté, Derm Acte et Bronz'Express. </em></strong></span></p>
<p><span data-mce-fragment=""1"">Cadeau de dernière minute, manque d'inspiration, nos E-Cartes cadeaux sont faites pour vous ! Faites-plaisir à vos proches et vos amis en leur offrant une E-Carte Cadeau du montant de votre choix :  <strong>30?, 50? , 100? </strong>ou<strong> 150?</strong> valable exclusivement sur notre site Academiebeaute.com</span></p>
<p><span data-mce-fragment=""1"">Commandez-la dès maintenant ! </span></p>"
,,,,,,,,,
1890100,Académie Scientifique de Beauté,,Carte cadeau,?100.00,100,Yes,https://www.academiebeaute.com/products/carte-cadeau,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/carte-cadeau.jpg?v=1667471062,"<p><span data-mce-fragment=""1"">Découvrez nos cartes cadeaux valables sur<strong> Academiebeaute.com</strong> sur l'ensemble de nos marques : <strong><em>Académie Scientifique de Beauté, Derm Acte et Bronz'Express. </em></strong></span></p>
<p><span data-mce-fragment=""1"">Cadeau de dernière minute, manque d'inspiration, nos E-Cartes cadeaux sont faites pour vous ! Faites-plaisir à vos proches et vos amis en leur offrant une E-Carte Cadeau du montant de votre choix :  <strong>30?, 50? , 100? </strong>ou<strong> 150?</strong> valable exclusivement sur notre site Academiebeaute.com</span></p>
<p><span data-mce-fragment=""1"">Commandez-la dès maintenant ! </span></p>"
,,,,,,,,,
1890150,Académie Scientifique de Beauté,,Carte cadeau,?150.00,150,Yes,https://www.academiebeaute.com/products/carte-cadeau,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/carte-cadeau.jpg?v=1667471062,"<p><span data-mce-fragment=""1"">Découvrez nos cartes cadeaux valables sur<strong> Academiebeaute.com</strong> sur l'ensemble de nos marques : <strong><em>Académie Scientifique de Beauté, Derm Acte et Bronz'Express. </em></strong></span></p>
<p><span data-mce-fragment=""1"">Cadeau de dernière minute, manque d'inspiration, nos E-Cartes cadeaux sont faites pour vous ! Faites-plaisir à vos proches et vos amis en leur offrant une E-Carte Cadeau du montant de votre choix :  <strong>30?, 50? , 100? </strong>ou<strong> 150?</strong> valable exclusivement sur notre site Academiebeaute.com</span></p>
<p><span data-mce-fragment=""1"">Commandez-la dès maintenant ! </span></p>"
,,,,,,,,,
427000,Académie Scientifique de Beauté,Protection solaire corps SPF15,Lait Solaire Corps SPF 15,Default Title,48,Yes,https://www.academiebeaute.com/products/lait-solaire-corps-spf-15,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/BronzEcran_Lait_solaire_corps_SPF15.png?v=1666188485,<p>Pour un bronzage rapide et une peau protégée.</p>
,,,,,,,,,
1605000,Académie Scientifique de Beauté,Gel matifiant,Gel Anti-Brillance,Default Title,33,Yes,https://www.academiebeaute.com/products/gel-anti-brillance,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Gel_anti_brillance_peaux_grasses.png?v=1666187937,<p>Contrôle les brillances des peaux grasses.</p>
,,,,,,,,,
2011002,Académie Scientifique de Beauté,Gommage visage,Phyto-Gommage Marin,Default Title,32,Yes,https://www.academiebeaute.com/products/phyto-gommage-marin-1,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/phyto-gommage-marin_a53fac7a-beeb-4d8e-925a-d3d2e1c39f1b.png?v=1683875327,"<p>Ce gommage visage aux micro-billes végétales exfoliantes et à l'Eau de Bleuet Bio p<span data-mce-fragment=""1"">urifie, désincruste et affine le grain de la peau, sans dessécher.</span></p>"
,,,,,,,,,
3311000,Académie Scientifique de Beauté,Lait hydratant corps,Lait Corps Cérémonie Florale,Default Title,17,Yes,https://www.academiebeaute.com/products/lait-corps-ceremonie-florale,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Sakura_Delicat_lait_corps-ceremonie-florale.png?v=1666078581,<p>Hydrate et nourrit sans modération.</p>
,,,,,,,,,
3330000,Académie Scientifique de Beauté,Gommage corps,Gommage Corps Sorbet Nordique,Default Title,16,Yes,https://www.academiebeaute.com/products/gommage-corps-sorbet-nordique,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/SPA_Destination_Expedition_Polaire_gommage_corps_sorbet_nordique_9c44f1a6-0698-4d44-81be-2835789a5df8.png?v=1670854430,<p>Une exfoliation unique et sensorielle inspirée du spa.</p>
,,,,,,,,,
04d61fbe-16de-44d3-ac50-35f0ce3b6d03,Académie Scientifique de Beauté,Trousse soins anti-âge,Routine Sève Miracle,Default Title,88.4,Yes,https://www.academiebeaute.com/products/87b3e9e9-d81d-4925-8a72-e56f5687b48e,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/bundle-pastille-reduction_24d5a29d-8dbc-4f32-902c-9ad9ba006cdd.png?v=1688563600,"<p>Accompagnée de sa trousse en coton 1890, cette routine culte à l?Extrait d?Iris régénère et nourrit la peau intensément. </p>
<p>Dès 98,3% d'ingrédients d'origine naturelle. </p>"
,,,,,,,,,
